PI,Difference,Error,Ntot,AvailableProcessors,TimeDuration(ms)
3,143273;0,001680;0,000535;1600000;1;132;
3,141455;-0,000138;0,000044;1600000;1;135;
3,138480;-0,003113;0,000991;1600000;1;136;
3,140565;-0,001028;0,000327;1600000;1;136;
3,141783;0,000190;0,000060;1600000;1;132;
3,139285;-0,002308;0,000735;1600000;2;263;
3,139120;-0,002473;0,000787;1600000;2;275;
3,141270;-0,000323;0,000103;1600000;2;266;
3,141743;0,000150;0,000048;1600000;2;282;
3,142728;0,001135;0,000361;1600000;2;262;
3,143690;0,002097;0,000668;1600000;4;307;
3,142518;0,000925;0,000294;1600000;4;303;
3,142315;0,000722;0,000230;1600000;4;310;
3,139673;-0,001920;0,000611;1600000;4;306;
3,141913;0,000320;0,000102;1600000;4;305;
3,142328;0,000735;0,000234;1600000;8;443;
3,142855;0,001262;0,000402;1600000;8;429;
3,140945;-0,000648;0,000206;1600000;8;416;
3,141633;0,000040;0,000013;1600000;8;422;
3,140998;-0,000595;0,000189;1600000;8;414;
3,141448;-0,000145;0,000046;1600000;16;583;
3,140613;-0,000980;0,000312;1600000;16;587;
3,143943;0,002350;0,000748;1600000;16;608;
3,142008;0,000415;0,000132;1600000;16;602;
3,142553;0,000960;0,000306;1600000;16;536;
3,142128;0,000535;0,000170;16000000;1;1223;
3,141665;0,000072;0,000023;16000000;1;1177;
3,141494;-0,000099;0,000031;16000000;1;1218;
3,141787;0,000194;0,000062;16000000;1;1224;
3,141007;-0,000586;0,000187;16000000;1;1214;
3,141770;0,000177;0,000056;16000000;2;2589;
3,141607;0,000014;0,000004;16000000;2;2504;
3,142049;0,000456;0,000145;16000000;2;2659;
3,141521;-0,000072;0,000023;16000000;2;2870;
3,142270;0,000677;0,000215;16000000;2;2462;
3,141526;-0,000067;0,000021;16000000;4;2879;
3,141404;-0,000188;0,000060;16000000;4;2856;
3,141733;0,000140;0,000045;16000000;4;2812;
3,141309;-0,000284;0,000090;16000000;4;2809;
3,141761;0,000168;0,000053;16000000;4;2951;
3,141338;-0,000255;0,000081;16000000;8;3683;
3,141281;-0,000311;0,000099;16000000;8;3627;
3,141403;-0,000190;0,000061;16000000;8;3660;
3,142269;0,000676;0,000215;16000000;8;3669;
3,141424;-0,000169;0,000054;16000000;8;3628;
3,141080;-0,000512;0,000163;16000000;16;4960;
3,141776;0,000183;0,000058;16000000;16;5024;
3,141227;-0,000366;0,000117;16000000;16;4949;
3,141582;-0,000011;0,000004;16000000;16;4905;
3,141758;0,000165;0,000053;16000000;16;5024;
3,141651;0,000058;0,000018;160000000;1;12509;
3,141659;0,000066;0,000021;160000000;1;12134;
3,141707;0,000114;0,000036;160000000;1;12129;
3,141708;0,000115;0,000037;160000000;1;13797;
3,141761;0,000168;0,000054;160000000;1;12044;
3,141648;0,000056;0,000018;160000000;2;24689;
3,141634;0,000041;0,000013;160000000;2;26150;
3,141501;-0,000091;0,000029;160000000;2;24579;
3,141564;-0,000029;0,000009;160000000;2;24545;
3,141554;-0,000039;0,000012;160000000;2;25732;
3,141511;-0,000082;0,000026;160000000;4;31559;
3,141518;-0,000075;0,000024;160000000;4;29089;
3,141531;-0,000061;0,000020;160000000;4;28581;
3,141475;-0,000118;0,000038;160000000;4;27759;
3,141736;0,000143;0,000046;160000000;4;27975;
3,141608;0,000015;0,000005;160000000;8;35071;
3,141430;-0,000163;0,000052;160000000;8;35677;
3,141604;0,000011;0,000004;160000000;8;35045;
3,141890;0,000297;0,000095;160000000;8;35400;
3,141523;-0,000070;0,000022;160000000;8;35069;
3,141568;-0,000025;0,000008;160000000;16;48097;
3,141432;-0,000161;0,000051;160000000;16;46042;
3,141649;0,000056;0,000018;160000000;16;47083;
3,141673;0,000080;0,000025;160000000;16;46462;
3,141606;0,000014;0,000004;160000000;16;46094;
